序号,订单号,订单类型,商品名称,订单日期,订单时间,起租日期,退租日期,结算日期,租金
596,WT_ZL_260222_00003,正常订单,雪镜,2026-02-22,08:38:19,2026-02-22,2026-02-22,2026-02-22,60.00
597,WT_ZL_260222_00002,正常订单,【其他】雪杖,2026-02-22,08:36:27,2026-02-22,2026-02-22,2026-02-22,50.00
598,WT_ZL_260222_00001,正常订单,高级双板套餐,2026-02-22,08:24:57,2026-02-22,2026-02-22,2026-02-22,270.00
599,WT_ZL_260221_00028,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-02-21,17:52:43,2026-02-21,2026-02-21,2026-02-21,180.00
600,WT_ZL_260221_00027,正常订单,StockLi,2026-02-21,16:10:56,2026-02-21,2026-02-22,2026-02-22,360.00
601,WT_ZL_260221_00026,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-02-21,14:48:39,2026-02-21,2026-02-21,2026-02-21,180.00
602,WT_ZL_260221_00025,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-02-21,14:38:54,2026-02-21,2026-02-22,2026-02-22,360.00
603,WT_ZL_260221_00025,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-02-21,14:38:54,2026-02-21,2026-02-22,2026-02-22,360.00
604,WT_ZL_260221_00024,正常订单,内穿护具套装,2026-02-21,13:35:06,2026-02-21,2026-02-21,2026-02-21,50.00
605,WT_ZL_260221_00023,正常订单,【成人中端】雪裤Awka小树/nobaday,2026-02-21,13:08:34,2026-02-21,2026-02-22,2026-02-22,160.00
606,WT_ZL_260221_00022,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-02-21,12:37:32,2026-02-21,2026-02-21,2026-02-21,180.00
607,WT_ZL_260221_00019,正常订单,【双板鞋】全品牌,2026-02-21,11:06:54,2026-02-21,2026-02-23,2026-02-23,330.00
608,WT_ZL_260221_00018,正常订单,中级双板套餐,2026-02-21,11:00:34,2026-02-21,2026-02-26,2026-02-26,720.00
609,WT_ZL_260221_00017,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-02-21,10:55:51,2026-02-21,2026-02-21,2026-02-21,220.00
610,WT_ZL_260221_00016,正常订单,【其他】普通单板,2026-02-21,10:38:53,2026-02-21,2026-02-21,2026-02-21,180.00
611,NS_ZL_260221_00001,正常订单,【其他】普通单板,2026-02-21,09:58:33,2026-02-21,2026-02-21,2026-02-21,150.00
612,WT_ZL_260221_00015,正常订单,雪镜,2026-02-21,09:47:09,2026-02-21,2026-02-21,2026-02-21,60.00
613,WT_ZL_260221_00014,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-02-21,09:43:16,2026-02-21,2026-02-21,2026-02-21,220.00
614,WT_ZL_260221_00013,正常订单,雪镜,2026-02-21,09:32:03,2026-02-21,2026-02-21,2026-02-21,60.00
615,WT_ZL_260221_00012,正常订单,【双板鞋】全品牌,2026-02-21,09:31:09,2026-02-21,2026-02-21,2026-02-21,110.00
616,WT_ZL_260221_00011,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-02-21,09:28:04,2026-02-21,2026-02-21,2026-02-21,220.00
617,WT_ZL_260221_00010,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-02-21,09:19:29,2026-02-21,2026-02-21,2026-02-21,220.00
618,WT_ZL_260221_00009,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-02-21,09:18:07,2026-02-21,2026-02-22,2026-02-22,360.00
619,WT_ZL_260221_00008,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-02-21,09:14:09,2026-02-21,2026-02-27,2026-02-27,1200.00
620,WT_ZL_260221_00007,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-02-21,08:58:26,2026-02-21,2026-02-22,2026-02-22,360.00
621,WT_ZL_260221_00006,正常订单,【中级】全能板+青少全能,2026-02-21,08:45:14,2026-02-21,2026-02-22,2026-02-23,280.00
622,WT_ZL_260221_00006,正常订单,【中级】全能板+青少全能,2026-02-21,08:45:14,2026-02-21,2026-02-23,2026-02-23,410.00
623,WT_ZL_260221_00006,正常订单,【中级】全能板+青少全能,2026-02-21,08:45:14,2026-02-21,2026-02-23,2026-02-23,410.00
624,WT_ZL_260221_00005,正常订单,【单板鞋】其他,2026-02-21,08:26:46,2026-02-21,2026-02-21,2026-02-21,120.00
625,WT_ZL_260221_00005,正常订单,【成人中端】雪服Awka小树/nobaday,2026-02-21,08:26:46,2026-02-21,2026-02-21,2026-02-21,100.00
626,WT_ZL_260221_00003,正常订单,【双板鞋】全品牌,2026-02-21,08:17:52,2026-02-21,2026-02-21,2026-02-21,120.00
627,WT_ZL_260221_00002,正常订单,小乌龟护臀,2026-02-21,08:17:20,2026-02-22,2026-02-22,2026-02-22,50.00
628,WT_ZL_260220_00042,正常订单,普通单板套餐,2026-02-20,20:28:21,2026-02-21,2026-02-25,2026-02-25,1000.00
629,WT_ZL_260220_00041,正常订单,手套,2026-02-20,20:15:14,2026-02-20,2026-02-21,2026-02-21,80.00
630,WT_ZL_260220_00039,正常订单,雪镜,2026-02-20,19:35:45,2026-02-20,2026-02-21,2026-02-21,120.00
631,WT_ZL_260220_00038,正常订单,普通单板套餐,2026-02-20,18:44:42,2026-02-20,2026-02-20,2026-02-20,200.00
632,WT_ZL_260220_00038,正常订单,Awka小树/nobaday雪服套装,2026-02-20,18:44:42,2026-02-20,2026-02-20,2026-02-20,150.00
633,WT_ZL_260220_00038,正常订单,小乌龟套装,2026-02-20,18:44:42,2026-02-20,2026-02-20,2026-02-20,50.00
634,WT_ZL_260220_00037,正常订单,中级双板套餐,2026-02-20,18:15:42,2026-02-21,2026-02-23,2026-02-23,540.00
635,WT_ZL_260220_00037,正常订单,中级双板套餐,2026-02-20,18:15:42,2026-02-21,2026-02-22,2026-02-23,360.00
636,WT_ZL_260220_00037,正常订单,头盔,2026-02-20,18:15:42,2026-02-21,2026-02-23,2026-02-23,180.00
637,WT_ZL_260220_00037,正常订单,头盔,2026-02-20,18:15:42,2026-02-21,2026-02-23,2026-02-23,180.00
638,WT_ZL_260220_00036,正常订单,高级双板套餐,2026-02-20,18:11:14,2026-02-20,2026-02-20,2026-02-20,270.00
639,QJ_ZL_260220_00002,正常订单,Nandn/Swagli/Trake雪服套装,2026-02-20,17:51:03,2026-02-21,2026-02-23,2026-02-23,474.00
640,WT_ZL_260220_00035,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-02-20,17:50:16,2026-02-20,2026-02-21,2026-02-21,360.00
641,WT_ZL_260220_00034,正常订单,中级双板套餐,2026-02-20,15:39:02,2026-02-21,2026-02-21,2026-02-21,180.00
642,WT_ZL_260220_00033,正常订单,雪镜,2026-02-20,14:08:09,2026-02-20,2026-02-20,2026-02-20,60.00
643,WT_ZL_260220_00032,正常订单,普通单板套餐,2026-02-20,13:39:45,2026-02-20,2026-02-22,2026-02-22,600.00
644,WT_ZL_260220_00032,正常订单,Nandn/Swagli/Trake雪服套装,2026-02-20,13:39:45,2026-02-20,2026-02-22,2026-02-22,300.00
645,WT_ZL_260220_00032,正常订单,头盔,2026-02-20,13:39:45,2026-02-20,2026-02-22,2026-02-22,180.00
646,WT_ZL_260220_00032,正常订单,雪镜,2026-02-20,13:39:45,2026-02-20,2026-02-22,2026-02-22,180.00
647,WT_ZL_260220_00030,正常订单,中级双板套餐,2026-02-20,13:24:10,2026-02-20,2026-02-20,2026-02-20,180.00
648,WT_ZL_260220_00030,正常订单,中级双板套餐,2026-02-20,13:24:10,2026-02-20,2026-02-20,2026-02-20,180.00
649,WT_ZL_260220_00028,正常订单,【双板鞋】全品牌,2026-02-20,12:55:15,2026-02-20,2026-02-22,2026-02-22,330.00
650,WT_ZL_260220_00027,正常订单,【双板鞋】全品牌,2026-02-20,12:22:21,2026-02-20,2026-02-20,2026-02-20,120.00
651,WT_ZL_260220_00027,正常订单,【成人中端】雪裤Awka小树/nobaday,2026-02-20,12:22:21,2026-02-20,2026-02-20,2026-02-20,100.00
652,WT_ZL_260220_00026,正常订单,高级双板套餐,2026-02-20,12:20:46,2026-02-20,2026-02-21,2026-02-21,570.00
653,WT_ZL_260220_00026,正常订单,高级双板套餐,2026-02-20,12:20:46,2026-02-20,2026-02-21,2026-02-21,570.00
654,WT_ZL_260220_00025,正常订单,中级双板套餐,2026-02-20,12:01:10,2026-02-20,2026-02-20,2026-02-20,200.00
655,WT_ZL_260220_00025,正常订单,头盔,2026-02-20,12:01:10,2026-02-20,2026-02-20,2026-02-20,70.00
656,WT_ZL_260220_00025,正常订单,雪镜,2026-02-20,12:01:10,2026-02-20,2026-02-20,2026-02-20,70.00
657,WT_ZL_260220_00025,正常订单,Nandn/Swagli/Trake雪服套装,2026-02-20,12:01:10,2026-02-20,2026-02-20,2026-02-20,100.00
658,WT_ZL_260220_00024,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-02-20,11:55:27,2026-02-20,2026-02-22,2026-02-22,540.00
659,WT_ZL_260220_00024,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-02-20,11:55:27,2026-02-20,2026-02-22,2026-02-22,540.00
660,WT_ZL_260220_00023,正常订单,【单板鞋】其他,2026-02-20,11:52:18,2026-02-20,2026-02-21,2026-02-21,220.00
661,WT_ZL_260220_00022,正常订单,【其他】普通单板,2026-02-20,11:50:32,2026-02-20,2026-02-20,2026-02-20,180.00
662,WT_ZL_260220_00022,正常订单,头盔,2026-02-20,11:50:32,2026-02-20,2026-02-20,2026-02-20,70.00
663,QJ_ZL_260220_00001,正常订单,【中级】全能板+青少全能,2026-02-20,11:32:28,2026-02-20,2026-02-21,2026-02-21,170.00
664,QJ_ZL_260220_00001,正常订单,头盔,2026-02-20,11:32:28,2026-02-20,2026-02-21,2026-02-21,43.00
665,QJ_ZL_260220_00001,正常订单,雪镜,2026-02-20,11:32:28,2026-02-20,2026-02-21,2026-02-21,43.00
666,WT_ZL_260220_00020,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-02-20,11:22:31,2026-02-20,2026-02-21,2026-02-21,360.00
667,WT_ZL_260220_00021,正常订单,【其他】普通单板,2026-02-20,11:21:38,2026-02-20,2026-02-20,2026-02-20,180.00
668,WT_ZL_260220_00021,正常订单,【其他】普通单板,2026-02-20,11:21:38,2026-02-20,2026-02-20,2026-02-20,180.00
669,WT_ZL_260220_00018,正常订单,普通单板套餐,2026-02-20,11:15:54,2026-02-20,2026-02-20,2026-02-20,230.00
670,WT_ZL_260220_00017,正常订单,【单板鞋】其他,2026-02-20,10:57:03,2026-02-20,2026-02-21,2026-02-21,220.00
671,WT_ZL_260220_00015,正常订单,【单板鞋】其他,2026-02-20,10:45:15,2026-02-20,2026-02-20,2026-02-20,120.00
672,NS_ZL_260220_00001,正常订单,【成人中端】雪服Awka小树/nobaday,2026-02-20,10:39:51,2026-02-20,2026-02-20,2026-02-20,80.00
673,WT_ZL_260220_00014,正常订单,【其他】普通单板,2026-02-20,10:37:36,2026-02-20,2026-02-21,2026-02-21,300.00
674,WT_ZL_260220_00013,正常订单,中级双板套餐,2026-02-20,10:12:58,2026-02-20,2026-02-20,2026-02-20,200.00
675,WT_ZL_260220_00012,正常订单,【其他】雪杖,2026-02-20,10:01:38,2026-02-20,2026-02-21,2026-02-21,80.00
676,WT_ZL_260220_00011,正常订单,中级双板套餐,2026-02-20,09:58:51,2026-02-20,2026-02-20,2026-02-20,200.00
677,WT_ZL_260220_00010,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-02-20,09:44:10,2026-02-20,2026-02-21,2026-02-21,360.00
678,WT_ZL_260220_00009,正常订单,手套,2026-02-20,09:36:24,2026-02-20,2026-02-20,2026-02-20,50.00
679,WT_ZL_260220_00008,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-02-20,09:30:13,2026-02-20,2026-02-21,2026-02-21,360.00
680,WT_ZL_260220_00006,正常订单,StockLi,2026-02-20,08:55:39,2026-02-20,2026-02-21,2026-02-21,440.00
681,WT_ZL_260220_00005,正常订单,【双板鞋】全品牌,2026-02-20,08:34:43,2026-02-20,2026-02-20,2026-02-20,120.00
682,WT_ZL_260220_00004,正常订单,普通单板套餐,2026-02-20,08:30:10,2026-02-20,2026-02-20,2026-02-20,230.00
683,WT_ZL_260220_00003,正常订单,高级双板套餐,2026-02-20,08:24:25,2026-02-20,2026-02-20,2026-02-20,270.00
684,WT_ZL_260220_00002,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-02-20,08:21:55,2026-02-20,2026-02-22,2026-02-22,360.00
685,QJ_ZL_260219_00012,正常订单,【旗】单板-鞋-盔-镜-服-龟-手套,2026-02-19,22:54:03,2026-02-20,2026-02-21,2026-02-21,316.00
686,QJ_ZL_260219_00012,正常订单,【旗】单板-鞋-盔-镜-服-龟-手套,2026-02-19,22:54:03,2026-02-20,2026-02-21,2026-02-21,316.00
687,QJ_ZL_260219_00011,正常订单,【旗】双板-鞋-杖-盔-镜-服-手套,2026-02-19,19:51:49,2026-02-20,2026-02-20,2026-02-20,158.00
688,QJ_ZL_260219_00011,正常订单,【旗】双板-鞋-杖-盔-镜-服-手套,2026-02-19,19:51:49,2026-02-20,2026-02-20,2026-02-20,158.00
689,QJ_ZL_260219_00011,正常订单,【旗】双板-鞋-杖-盔-镜-服-手套,2026-02-19,19:51:49,2026-02-20,2026-02-20,2026-02-20,158.00
690,QJ_ZL_260219_00011,正常订单,【旗】双板-鞋-杖-盔-镜-服-手套,2026-02-19,19:51:49,2026-02-20,2026-02-20,2026-02-20,158.00
691,QJ_ZL_260219_00011,正常订单,【旗】双板-鞋-杖-盔-镜-服-手套,2026-02-19,19:51:49,2026-02-20,2026-02-20,2026-02-20,158.00
692,QJ_ZL_260219_00011,正常订单,【旗】双板-鞋-杖-盔-镜-服-手套,2026-02-19,19:51:49,2026-02-20,2026-02-20,2026-02-20,158.00
693,WT_ZL_260219_00026,正常订单,【单板鞋】其他,2026-02-19,18:54:46,2026-02-19,2026-02-19,2026-02-19,110.00
694,WT_ZL_260219_00024,正常订单,普通单板套餐,2026-02-19,18:32:50,2026-02-19,2026-02-19,2026-02-19,200.00
695,WT_ZL_260219_00023,正常订单,Nandn/Swagli/Trake雪服套装,2026-02-19,18:00:30,2026-02-19,2026-02-19,2026-02-19,100.00
696,WT_ZL_260219_00022,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-02-19,17:27:11,2026-02-20,2026-02-20,2026-02-20,180.00
697,QJ_ZL_260219_00007,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-02-19,14:32:38,2026-02-20,2026-02-21,2026-02-21,400.00
698,NS_ZL_260219_00003,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-02-19,14:25:45,2026-02-19,2026-02-19,2026-02-19,100.00
699,WT_ZL_260219_00021,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-02-19,13:51:42,2026-02-19,2026-02-20,2026-02-20,360.00
700,WT_ZL_260219_00021,正常订单,雪镜,2026-02-19,13:51:42,2026-02-19,2026-02-20,2026-02-20,120.00
701,WT_ZL_260219_00020,正常订单,【双板鞋】全品牌,2026-02-19,12:40:23,2026-02-19,2026-02-23,2026-02-23,550.00
702,NS_ZL_260219_00002,正常订单,【成人高端】雪服Phenix,2026-02-19,12:37:36,2026-02-19,2026-02-19,2026-02-19,150.00
703,WT_ZL_260219_00019,正常订单,【双板鞋】全品牌,2026-02-19,12:34:26,2026-02-19,2026-02-19,2026-02-19,120.00
704,WT_ZL_260219_00018,正常订单,中级双板套餐,2026-02-19,12:31:52,2026-02-19,2026-02-23,2026-02-23,900.00
705,WT_ZL_260219_00018,正常订单,头盔,2026-02-19,12:31:52,2026-02-19,2026-02-23,2026-02-23,300.00
706,WT_ZL_260219_00017,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-02-19,12:28:44,2026-02-19,2026-02-19,2026-02-19,220.00
707,WT_ZL_260219_00016,正常订单,小乌龟护臀,2026-02-19,12:10:01,2026-02-19,2026-02-19,2026-02-19,40.00
708,WT_ZL_260219_00015,正常订单,StockLi,2026-02-19,11:52:18,2026-02-19,2026-02-20,2026-02-20,520.00
709,WT_ZL_260219_00014,正常订单,【其他】普通单板,2026-02-19,11:26:36,2026-02-19,2026-02-21,2026-02-21,450.00
710,QJ_ZL_260219_00003,正常订单,【双板鞋】全品牌,2026-02-19,11:22:08,2026-02-19,2026-02-21,2026-02-21,162.00
711,WT_ZL_260219_00012,正常订单,中级双板套餐,2026-02-19,10:49:38,2026-02-19,2026-02-19,2026-02-19,200.00
712,QJ_ZL_260219_00001,正常订单,【中级】全能板+青少全能,2026-02-19,10:43:37,2026-02-19,2026-02-21,2026-03-04,200.00
713,WT_ZL_260219_00011,正常订单,头盔,2026-02-19,10:37:25,2026-02-19,2026-02-21,2026-02-21,180.00
714,NS_ZL_260219_00001,正常订单,【成人中端】雪裤Awka小树/nobaday,2026-02-19,10:06:29,2026-02-19,2026-02-20,2026-02-20,150.00
715,WT_ZL_260219_00010,正常订单,头盔,2026-02-19,09:33:37,2026-02-19,2026-02-19,2026-02-19,60.00
716,WT_ZL_260219_00009,正常订单,中级双板套餐,2026-02-19,09:06:19,2026-02-19,2026-02-20,2026-02-20,360.00
717,WT_ZL_260219_00008,正常订单,高级双板套餐,2026-02-19,08:50:39,2026-02-19,2026-02-20,2026-02-20,540.00
718,WT_ZL_260219_00007,正常订单,【中级】全能板+青少全能,2026-02-19,08:48:11,2026-02-19,2026-02-19,2026-02-19,150.00
719,WT_ZL_260219_00007,正常订单,【中级】全能板+青少全能,2026-02-19,08:48:11,2026-02-19,2026-02-19,2026-02-19,150.00
720,WT_ZL_260219_00006,正常订单,【其他】普通单板,2026-02-19,08:43:11,2026-02-19,2026-02-21,2026-02-21,450.00
721,WT_ZL_260219_00006,正常订单,【其他】普通单板,2026-02-19,08:43:11,2026-02-19,2026-02-19,2026-02-21,180.00
722,WT_ZL_260219_00005,正常订单,高级双板套餐,2026-02-19,08:32:11,2026-02-19,2026-02-19,2026-02-22,270.00
723,WT_ZL_260219_00004,正常订单,【双板鞋】全品牌,2026-02-19,08:29:22,2026-02-19,2026-02-19,2026-02-19,120.00
724,WT_ZL_260219_00001,正常订单,【中级】全能板+青少全能,2026-02-19,08:11:47,2026-02-19,2026-02-19,2026-02-19,150.00
725,QJ_ZL_260218_00007,正常订单,普通单板套餐,2026-02-18,22:31:53,2026-02-19,2026-02-19,2026-02-19,158.00
726,QJ_ZL_260218_00006,正常订单,普通单板套餐,2026-02-18,21:51:10,2026-02-19,2026-02-19,2026-02-20,100.00
727,QJ_ZL_260218_00006,正常订单,普通单板套餐,2026-02-18,21:51:10,2026-02-19,2026-02-20,2026-02-20,200.00
728,QJ_ZL_260218_00006,正常订单,中级双板套餐,2026-02-18,21:51:10,2026-02-19,2026-02-20,2026-02-20,200.00
729,QJ_ZL_260218_00005,正常订单,中级双板套餐,2026-02-18,21:32:54,2026-02-19,2026-02-19,2026-02-19,158.00
730,QJ_ZL_260218_00005,正常订单,普通单板套餐,2026-02-18,21:32:54,2026-02-19,2026-02-19,2026-02-19,158.00
731,QJ_ZL_260218_00005,正常订单,普通单板套餐,2026-02-18,21:32:54,2026-02-19,2026-02-19,2026-02-19,100.00
732,NS_ZL_260218_00001,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-02-18,21:24:05,2026-02-18,2026-02-18,2026-02-18,145.00
733,NS_ZL_260218_00001,正常订单,【中级】全能板+青少全能,2026-02-18,21:24:05,2026-02-18,2026-02-18,2026-02-18,100.00
734,WT_ZL_260218_00018,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-02-18,18:54:28,2026-02-18,2026-02-20,2026-02-20,540.00
735,WT_ZL_260218_00017,正常订单,头盔,2026-02-18,18:36:41,2026-02-18,2026-02-18,2026-02-18,60.00
736,WT_ZL_260218_00016,正常订单,雪镜,2026-02-18,18:29:54,2026-02-18,2026-02-18,2026-02-18,60.00
737,WT_ZL_260218_00014,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-02-18,17:38:07,2026-02-18,2026-02-19,2026-02-19,360.00
738,QJ_ZL_260218_00001,正常订单,【中级】全能板+青少全能,2026-02-18,17:29:22,2026-02-19,2026-02-21,2026-02-21,180.00
739,WT_ZL_260218_00011,正常订单,小乌龟护膝,2026-02-18,14:56:26,2026-02-18,2026-02-19,2026-02-19,80.00
740,WT_ZL_260218_00010,正常订单,【其他】普通单板,2026-02-18,13:28:28,2026-02-18,2026-02-18,2026-02-18,150.00
741,WT_ZL_260218_00009,正常订单,普通单板套餐,2026-02-18,12:20:37,2026-02-18,2026-02-18,2026-02-18,200.00
742,WT_ZL_260218_00009,正常订单,头盔,2026-02-18,12:20:37,2026-02-18,2026-02-18,2026-02-18,60.00
743,WT_ZL_260218_00009,正常订单,头盔,2026-02-18,12:20:37,2026-02-18,2026-02-18,2026-02-18,60.00
744,WT_ZL_260218_00009,正常订单,【单板鞋】其他,2026-02-18,12:20:37,2026-02-18,2026-02-18,2026-02-18,110.00
745,WT_ZL_260218_00009,正常订单,手套,2026-02-18,12:20:37,2026-02-18,2026-02-18,2026-02-18,40.00
746,WT_ZL_260218_00009,正常订单,手套,2026-02-18,12:20:37,2026-02-18,2026-02-18,2026-02-18,40.00
747,WT_ZL_260218_00007,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-02-18,09:44:12,2026-02-18,2026-02-22,2026-02-22,900.00
748,WT_ZL_260218_00006,正常订单,【双板鞋】全品牌,2026-02-18,09:33:36,2026-02-18,2026-02-18,2026-02-18,120.00
749,WT_ZL_260218_00005,正常订单,【高级】BurtonStepOn,2026-02-18,09:03:17,2026-02-18,2026-02-19,2026-02-19,520.00
750,WT_ZL_260218_00004,正常订单,中级双板套餐,2026-02-18,08:58:51,2026-02-18,2026-02-20,2026-02-20,540.00
751,WT_ZL_260218_00003,正常订单,头盔,2026-02-18,08:56:57,2026-02-18,2026-02-18,2026-02-18,70.00
752,WT_ZL_260218_00002,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-02-18,08:30:57,2026-02-18,2026-02-19,2026-02-19,360.00
753,WT_ZL_260218_00001,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-02-18,08:17:07,2026-02-18,2026-02-20,2026-02-20,540.00
754,QJ_ZL_260217_00003,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-02-17,18:23:48,2026-02-18,2026-02-22,2026-02-22,850.00
755,WT_ZL_260217_00016,正常订单,【其他】雪杖,2026-02-17,18:21:58,2026-02-17,2026-02-17,2026-02-17,40.00
756,WT_ZL_260217_00015,正常订单,中级双板套餐,2026-02-17,18:07:40,2026-02-17,2026-02-19,2026-02-19,540.00
757,QJ_ZL_260217_00002,正常订单,【中级】全能板+青少全能,2026-02-17,17:47:59,2026-02-18,2026-02-19,2026-02-19,200.00
758,QJ_ZL_260217_00002,正常订单,【双板鞋】全品牌,2026-02-17,17:47:59,2026-02-18,2026-02-19,2026-02-19,120.00
759,WT_ZL_260217_00014,正常订单,中级双板套餐,2026-02-17,17:20:11,2026-02-18,2026-02-21,2026-02-21,720.00
760,WT_ZL_260217_00013,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-02-17,17:08:06,2026-02-17,2026-02-17,2026-02-17,180.00
761,WT_ZL_260217_00012,正常订单,高级双板套餐,2026-02-17,14:30:33,2026-02-17,2026-02-19,2026-02-19,810.00
762,QJ_ZL_260217_00001,正常订单,【其他】普通单板,2026-02-17,13:35:41,2026-02-17,2026-02-17,2026-02-17,300.00
763,WT_ZL_260217_00010,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-02-17,13:29:10,2026-02-17,2026-02-17,2026-02-17,180.00
764,WT_ZL_260217_00008,正常订单,【中级】全能板+青少全能,2026-02-17,12:38:18,2026-02-17,2026-02-17,2026-02-17,130.00
765,WT_ZL_260217_00007,正常订单,高级双板套餐,2026-02-17,12:22:37,2026-02-17,2026-02-17,2026-02-17,300.00
766,WT_ZL_260217_00006,正常订单,高级双板套餐,2026-02-17,12:02:43,2026-02-17,2026-02-20,2026-02-20,1080.00
767,WT_ZL_260217_00005,正常订单,中级双板套餐,2026-02-17,11:58:30,2026-02-17,2026-02-17,2026-02-17,200.00
768,WT_ZL_260217_00005,正常订单,中级双板套餐,2026-02-17,11:58:30,2026-02-17,2026-02-17,2026-02-17,200.00
769,WT_ZL_260217_00002,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-02-17,11:10:33,2026-02-17,2026-02-18,2026-02-19,360.00
770,WT_ZL_260217_00003,正常订单,高级双板套餐,2026-02-17,11:10:10,2026-02-17,2026-02-17,2026-02-17,300.00
771,WT_ZL_260217_00003,正常订单,中级双板套餐,2026-02-17,11:10:10,2026-02-17,2026-02-17,2026-02-17,200.00
772,WT_ZL_260217_00001,正常订单,【其他】普通单板,2026-02-17,09:25:24,2026-02-17,2026-02-17,2026-02-17,180.00
773,WT_ZL_260216_00006,正常订单,StockLi,2026-02-16,16:38:38,2026-02-17,2026-02-17,2026-02-17,260.00
774,WT_ZL_260216_00005,正常订单,【其他】普通单板,2026-02-16,13:26:11,2026-02-16,2026-02-16,2026-02-16,150.00
775,WT_ZL_260216_00005,正常订单,【其他】普通单板,2026-02-16,13:26:11,2026-02-16,2026-02-16,2026-02-16,150.00
776,WT_ZL_260216_00004,正常订单,【其他】普通单板,2026-02-16,12:15:54,2026-02-16,2026-02-20,2026-02-20,750.00
777,QJ_ZL_260216_00002,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-02-16,11:56:03,2026-02-17,2026-02-19,2026-02-19,650.00
778,WT_ZL_260216_00003,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-02-16,09:09:13,2026-02-16,2026-02-16,2026-02-16,180.00
779,WT_ZL_260216_00001,正常订单,中级双板套餐,2026-02-16,08:29:57,2026-02-16,2026-02-16,2026-02-16,180.00
780,WT_ZL_260216_00001,正常订单,中级双板套餐,2026-02-16,08:29:57,2026-02-16,2026-02-16,2026-02-16,180.00
781,QJ_ZL_260215_00003,正常订单,高级双板套餐,2026-02-15,20:13:05,2026-02-16,2026-02-18,2026-02-18,600.00
782,QJ_ZL_260215_00003,正常订单,【成人中端】雪服Nandn/Swagli/Trake,2026-02-15,20:13:05,2026-02-16,2026-02-18,2026-02-18,174.00
783,NS_ZL_260215_00007,正常订单,【其他】普通单板,2026-02-15,17:57:08,2026-02-15,2026-02-15,2026-02-15,100.00
784,QJ_ZL_260215_00002,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-02-15,17:14:21,2026-02-15,2026-02-15,2026-02-15,150.00
785,NS_ZL_260215_00006,正常订单,【成人中端】雪服Nandn/Swagli/Trake,2026-02-15,15:35:47,2026-02-15,2026-02-15,2026-02-15,70.00
786,NS_ZL_260215_00005,正常订单,【其他】普通单板,2026-02-15,14:43:26,2026-02-15,2026-02-15,2026-02-15,160.00
787,WT_ZL_260215_00012,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-02-15,12:21:33,2026-02-15,2026-02-16,2026-02-16,400.00
788,WT_ZL_260215_00012,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-02-15,12:21:33,2026-02-15,2026-02-16,2026-02-16,400.00
789,NS_ZL_260215_00003,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-02-15,11:30:00,2026-02-15,2026-02-15,2026-02-15,160.00
790,NS_ZL_260215_00004,正常订单,【其他】普通单板,2026-02-15,11:29:45,2026-02-15,2026-02-15,2026-02-15,150.00
791,NS_ZL_260215_00004,正常订单,【单板鞋】其他,2026-02-15,11:29:45,2026-02-15,2026-02-15,2026-02-15,100.00
792,NS_ZL_260215_00002,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-02-15,11:25:30,2026-02-15,2026-02-15,2026-02-15,150.00
